model,disease_category,disease,incident_rate,protein,beta,odds_ratio,ci_lower,ci_upper,pvalue
primary,Circulatory system disorders,I26 (pulmonary embolism),0.993890763198687,EFCAB14;EF-hand calcium-binding domain-containing protein 14,0.27445548435373,1.31581399845482,1.19789268639506,1.44534355889596,1.00909773704647e-08
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.394364912920579,EFCAB14;EF-hand calcium-binding domain-containing protein 14,0.362730280110234,1.43724815254418,1.23950274864427,1.66654108210009,1.56314998225095e-06
primary,Circulatory system disorders,I50 (heart failure),0.907267256314397,EFCAB14;EF-hand calcium-binding domain-containing protein 14,0.48503736950004,1.62423570458636,1.47176675481246,1.79249980706985,5.20657239789016e-22
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.5592231239172,EFCAB14;EF-hand calcium-binding domain-containing protein 14,0.26274306113632,1.30049252894775,1.20590375302114,1.40250066691621,9.13514854714334e-12
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.40649220388438,EFCAB14;EF-hand calcium-binding domain-containing protein 14,0.316044235117813,1.37169093119398,1.26741548524487,1.48454554376561,4.70484089723569e-15
primary,Circulatory system disorders,I95 (hypotension),0.501504513540621,EFCAB14;EF-hand calcium-binding domain-containing protein 14,0.370863107361485,1.44898470446997,1.27056578034841,1.65245806731248,3.1702537235018e-08
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.311643971574893,PI3;Elafin,1.41998017211797,4.1370384107286,3.5207692347412,4.86117824564037,1.04098567965253e-66
primary,Circulatory system disorders,I15 (secondary hypertension),0.0396998689904323,PI3;Elafin,1.71510610936288,5.55726515894277,3.56461137399412,8.66383254907107,3.72709681334411e-14
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.18746278137282,PI3;Elafin,0.212089387498563,1.23625838618444,1.16020424303712,1.31729805901292,5.87244563544185e-11
primary,Circulatory system disorders,I50 (heart failure),0.923021954027551,PI3;Elafin,0.458803144929503,1.58217921212394,1.43593175799607,1.74332174585414,1.83505532189678e-20
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),1.72098932073524,PI3;Elafin,0.192972592334083,1.21284955168826,1.13035257637346,1.30136743683096,7.91065427735398e-08
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.57806979236968,PI3;Elafin,0.38534870826346,1.47012687746019,1.36573467018012,1.58249847720847,1.13563212812442e-24
primary,Circulatory system disorders,I70 (atherosclerosis),0.174679423557902,PI3;Elafin,0.588292582377705,1.80091088185215,1.44513296002448,2.24427792742235,1.61551574192123e-07
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),0.164754456310294,PI3;Elafin,0.620217588057282,1.85933256639585,1.47744711258192,2.3399264603243,1.2400594347864e-07
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.4053753622613,PI3;Elafin,0.201323725855434,1.22302063114495,1.13190108958413,1.32147541686328,3.46224358712636e-07
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.148874508714121,PI3;Elafin,0.607007097184354,1.83493140105107,1.44904947600958,2.3235736959343,4.67890457727969e-07
primary,Circulatory system disorders,I95 (hypotension),0.514113303426098,PI3;Elafin,0.379323747098731,1.4612960495273,1.28752836161307,1.65851581062555,4.29146716936636e-09
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.307650368985727,CKAP4;Cytoskeleton-associated protein 4,1.76194217967039,5.82373716168263,4.95112446709564,6.85014379132715,1.97975771142237e-100
primary,Circulatory system disorders,I15 (secondary hypertension),0.0389430846817376,CKAP4;Cytoskeleton-associated protein 4,1.85883476005684,6.41625593608926,4.21183258703822,9.77444838716877,4.92499121160539e-18
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.65202406682633,CKAP4;Cytoskeleton-associated protein 4,0.225780876226404,1.25330100714108,1.18779877796067,1.32241541551144,1.66746775778062e-16
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.70932881593551,CKAP4;Cytoskeleton-associated protein 4,0.214413668099668,1.23913513946523,1.18370637922855,1.29715943142777,4.19242437737426e-20
primary,Circulatory system disorders,I26 (pulmonary embolism),1.00083727632065,CKAP4;Cytoskeleton-associated protein 4,0.35025528608505,1.41942986303711,1.30133370867412,1.54824325432584,2.72552260100828e-15
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.352434916369725,CKAP4;Cytoskeleton-associated protein 4,0.382477850939296,1.46591240541513,1.26706362189437,1.69596786082232,2.71194694193735e-07
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.16134119983643,CKAP4;Cytoskeleton-associated protein 4,0.193612183830989,1.21362552807604,1.14382523548353,1.28768528329873,1.49065534028975e-10
primary,Circulatory system disorders,I50 (heart failure),0.9054267188504,CKAP4;Cytoskeleton-associated protein 4,0.549273307856352,1.73199393405492,1.58251708261154,1.89558964043069,8.48662122586263e-33
primary,Circulatory system disorders,I63 (cerebral infarction),0.366064996008333,CKAP4;Cytoskeleton-associated protein 4,0.421381352913417,1.52406537437114,1.32281928963311,1.7559278758335,5.47962201622269e-09
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.5577233872695,CKAP4;Cytoskeleton-associated protein 4,0.420016512517453,1.52198668724287,1.41961800604306,1.63173717597541,2.97028095547955e-32
primary,Circulatory system disorders,I67 (other cerebrovascular diseases),0.356329224837899,CKAP4;Cytoskeleton-associated protein 4,0.489877470430358,1.63211622520431,1.41297462962763,1.88524501199089,2.7510650243087e-11
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.126565025215647,CKAP4;Cytoskeleton-associated protein 4,0.614845896967062,1.8493715838279,1.45574224727812,2.34943738252083,4.77335137069805e-07
primary,Circulatory system disorders,I70 (atherosclerosis),0.171349572599645,CKAP4;Cytoskeleton-associated protein 4,0.762788304428214,2.14424670544779,1.74978116399822,2.62763940338563,1.92452063066464e-13
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),0.165508109897385,CKAP4;Cytoskeleton-associated protein 4,0.532906985514669,1.70387826565983,1.38425272551566,2.09730570919155,4.96507031354824e-07
primary,Circulatory system disorders,I72 (other aneurysm),0.107093482874778,CKAP4;Cytoskeleton-associated protein 4,0.728010766767765,2.07095689124646,1.59682222641046,2.68587346447591,4.06323295047858e-08
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.41168681971298,CKAP4;Cytoskeleton-associated protein 4,0.379182886556044,1.46109022506935,1.35767182436313,1.57238635102014,4.34409562534573e-24
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.153825184492863,CKAP4;Cytoskeleton-associated protein 4,0.563247917619575,1.75636778425586,1.41376141944819,2.18200026619477,3.62918479034935e-07
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.245341433494947,CKAP4;Cytoskeleton-associated protein 4,0.649513762658848,1.91460964794018,1.61236288891536,2.27351431193728,1.26915857638738e-13
primary,Circulatory system disorders,I80 (phlebitis and thrombophlebitis),2.55466635512198,CKAP4;Cytoskeleton-associated protein 4,0.277914523024438,1.32037333086649,1.24963985090427,1.39511054453162,4.46245467802628e-23
primary,Circulatory system disorders,I95 (hypotension),0.51794302626711,CKAP4;Cytoskeleton-associated protein 4,0.42882040144049,1.53544524587811,1.3615128768428,1.73159735995791,2.7314124535139e-12
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.0214186965749557,CKAP4;Cytoskeleton-associated protein 4,1.79183350649159,6.0004442400262,3.46652203356506,10.3865865351603,1.54699237655689e-10
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.204225192312056,CYTL1;Cytokine-like protein 1,1.46983088930429,4.34849970106937,3.49404165778974,5.41191305147809,1.33866869874981e-39
primary,Circulatory system disorders,I50 (heart failure),0.909936690190383,CYTL1;Cytokine-like protein 1,0.434128713715391,1.54361754007903,1.39059496005845,1.71347889103488,3.62748464156202e-16
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.55891896798202,CYTL1;Cytokine-like protein 1,0.228855741606682,1.25716066994975,1.16110091333374,1.36116760560522,1.67073575632577e-08
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.298173686172195,EFNA1;Ephrin-A1,1.88299632761929,6.57317075783274,5.54186049618791,7.79640228066875,1.05162058821852e-103
primary,Circulatory system disorders,I15 (secondary hypertension),0.0372717107715244,EFNA1;Ephrin-A1,1.85982378293663,6.42260489912995,4.18403324553703,9.85887330946231,1.8019128571502e-17
primary,Circulatory system disorders,I20 (angina pectoris),4.61188379072915,EFNA1;Ephrin-A1,0.194065691420448,1.21417604128531,1.16496825229261,1.26546234743312,3.79442412255407e-20
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.66198481668203,EFNA1;Ephrin-A1,0.279847930398077,1.3229286198116,1.25397051584675,1.39567885448632,1.23515821587239e-24
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.70755438727269,EFNA1;Ephrin-A1,0.266392710051899,1.3052475418816,1.24677524767528,1.36646211798365,4.58504674988528e-30
primary,Circulatory system disorders,I26 (pulmonary embolism),1.0024128528552,EFNA1;Ephrin-A1,0.31104433409055,1.36484972921635,1.2505168830191,1.48963585269202,3.20858519502829e-12
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.355062086823469,EFNA1;Ephrin-A1,0.466888495965898,1.59502354194163,1.37824738526881,1.84589510311448,3.74143582894397e-10
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),0.551228985620966,EFNA1;Ephrin-A1,0.330213630225621,1.39126531304156,1.2376777862309,1.56391202363515,3.15192448151521e-08
primary,Circulatory system disorders,"I38 (endocarditis, valve unspecified)",0.058850069639249,EFNA1;Ephrin-A1,0.915417913935943,2.49781890714142,1.75528873205806,3.5544575538623,3.66109890568047e-07
primary,Circulatory system disorders,I42 (cardiomyopathy),0.302097024148145,EFNA1;Ephrin-A1,0.393080786649653,1.48153807299203,1.26728161023417,1.7320183959107,8.13572014842764e-07
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),0.386448790631068,EFNA1;Ephrin-A1,0.411466584203917,1.50902928155116,1.31453353533778,1.73230222840506,5.07913731683496e-09
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.15979755576044,EFNA1;Ephrin-A1,0.258466965814613,1.29494337174689,1.22029801589397,1.37415476727032,1.43311705223954e-17
primary,Circulatory system disorders,I50 (heart failure),0.906291072444435,EFNA1;Ephrin-A1,0.698226183699082,2.01018384627978,1.83713193662333,2.19953668829649,3.42658994364433e-52
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),1.70469035055024,EFNA1;Ephrin-A1,0.238542507813041,1.26939766420816,1.18702086912232,1.35749123862377,3.21100056064271e-12
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.5595268454401,EFNA1;Ephrin-A1,0.403735541634505,1.49740789254675,1.39645533186958,1.60565851659529,8.6009715602301e-30
primary,Circulatory system disorders,I67 (other cerebrovascular diseases),0.349177079859544,EFNA1;Ephrin-A1,0.513656328638038,1.67139119183352,1.44393020517275,1.93468389686083,5.90279908954336e-12
primary,Circulatory system disorders,I70 (atherosclerosis),0.174588539929772,EFNA1;Ephrin-A1,0.701535235079795,2.01684666563788,1.64966131359651,2.46576096509561,7.81502648338291e-12
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),0.170665201953822,EFNA1;Ephrin-A1,0.613034350183959,1.84602439339585,1.50770708310766,2.260257379695,2.93685579085795e-09
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.410440002354,EFNA1;Ephrin-A1,0.399878347528082,1.49164322451768,1.38524787273607,1.60621037796998,3.27072390462093e-26
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.151048512074072,EFNA1;Ephrin-A1,0.749744715379209,2.11645964804304,1.70367929403764,2.62925156012109,1.25979334662469e-11
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.247170292484846,EFNA1;Ephrin-A1,0.614311112688894,1.84838283338803,1.55676702842008,2.19462452402458,2.34268575111254e-12
primary,Circulatory system disorders,I80 (phlebitis and thrombophlebitis),2.56782470525923,EFNA1;Ephrin-A1,0.227025689275603,1.25486210402465,1.18725909024443,1.32631446080818,9.36155873413091e-16
primary,Circulatory system disorders,I95 (hypotension),0.511995605861467,EFNA1;Ephrin-A1,0.428235390302613,1.53454725600032,1.3585688704287,1.73332050524243,5.54728692236135e-12
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.0196166898797496,EFNA1;Ephrin-A1,1.5070734079805,4.51350226679055,2.51234883449872,8.10862824166219,4.60990741858098e-07
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.301104048176647,"ST3GAL1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",0.577560564044003,1.78168681428612,1.5333013958837,2.07030914647508,4.70882729874249e-14
primary,Circulatory system disorders,I26 (pulmonary embolism),0.999744159959065,"ST3GAL1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",0.234467116231172,1.26423489894406,1.15741531293429,1.3809130239137,1.93272719614159e-07
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.16676834668293,"ST3GAL1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",0.25314319898924,1.28806771362339,1.21413044794755,1.36650755912076,4.73969251589099e-17
primary,Circulatory system disorders,I50 (heart failure),0.911184145789463,"ST3GAL1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",0.33556218463683,1.39872650678227,1.27977194496443,1.52873787276974,1.3646579069763e-13
primary,Circulatory system disorders,I10 (essential (primary) hypertension),28.0606844643067,"FABP1;Fatty acid-binding protein, liver",0.260621178613557,1.29773596216928,1.27211409391565,1.32387388486799,1.01347357105097e-144
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.303814340036849,"FABP1;Fatty acid-binding protein, liver",1.31625405628213,3.7294249627265,3.21138762088738,4.33102826396407,1.1116402122661e-66
primary,Circulatory system disorders,I15 (secondary hypertension),0.0392018503273354,"FABP1;Fatty acid-binding protein, liver",1.44908584187399,4.25921913516062,2.86165940966529,6.33931053431694,9.21583090921671e-13
primary,Circulatory system disorders,I20 (angina pectoris),4.59249676584734,"FABP1;Fatty acid-binding protein, liver",0.423309268559577,1.52700647804108,1.46415190066606,1.59255933958676,1.00697733205769e-86
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.65004508212787,"FABP1;Fatty acid-binding protein, liver",0.536684193795278,1.71032633894555,1.61875731642034,1.80707519034393,1.84815688118127e-81
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),0.160727586342075,"FABP1;Fatty acid-binding protein, liver",0.63109252616144,1.87966303892196,1.52078049719095,2.32323675008683,5.27887619031756e-09
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.69673448586773,"FABP1;Fatty acid-binding protein, liver",0.49150455425509,1.63477397672033,1.55982640329278,1.71332268085757,1.2364169813228e-93
primary,Circulatory system disorders,I26 (pulmonary embolism),1.00356736837978,"FABP1;Fatty acid-binding protein, liver",0.251289771674653,1.28568258475421,1.17869977704621,1.40237551659047,1.43551238180074e-08
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.358696930495119,"FABP1;Fatty acid-binding protein, liver",0.48672375715028,1.62697710650313,1.41085769268877,1.87620234046471,2.18275594454493e-11
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),0.546865812066329,"FABP1;Fatty acid-binding protein, liver",0.305250249926303,1.35696454079612,1.20678876036045,1.52582856707088,3.3791229236638e-07
primary,Circulatory system disorders,I42 (cardiomyopathy),0.301854247520483,"FABP1;Fatty acid-binding protein, liver",0.49097678351845,1.63391141849091,1.39769078172212,1.91005518415571,7.16358505875038e-10
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),0.384178133207887,"FABP1;Fatty acid-binding protein, liver",0.419955590147595,1.52189396703139,1.32384988067583,1.74956487189025,3.54603838280623e-09
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.16786232310165,"FABP1;Fatty acid-binding protein, liver",0.380843396066076,1.46351839472456,1.37845003921334,1.55383657787082,1.16135006143522e-35
primary,Circulatory system disorders,I50 (heart failure),0.905562742561448,"FABP1;Fatty acid-binding protein, liver",0.640854962517745,1.89810299269664,1.73356452195588,2.07825836607404,1.23358435480357e-43
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),1.70332039672272,"FABP1;Fatty acid-binding protein, liver",0.330021437074117,1.39099794707025,1.30099300472619,1.487229586727,4.06220459959773e-22
primary,Circulatory system disorders,I63 (cerebral infarction),0.362617115527852,"FABP1;Fatty acid-binding protein, liver",0.451409955382771,1.57052499531294,1.3614061594806,1.81176553648305,5.95087276452853e-10
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.56807401309341,"FABP1;Fatty acid-binding protein, liver",0.461629435622162,1.58665723562251,1.48015759647588,1.70081968930008,9.17849026714949e-39
primary,Circulatory system disorders,I67 (other cerebrovascular diseases),0.356736837978752,"FABP1;Fatty acid-binding protein, liver",0.378046839527634,1.45943130034759,1.26345914373236,1.68580023422225,2.76738481653103e-07
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.125445921047473,"FABP1;Fatty acid-binding protein, liver",0.651962635704704,1.91930402952661,1.51204230009994,2.43625985695876,8.42793787667294e-08
primary,Circulatory system disorders,I70 (atherosclerosis),0.176408326473009,"FABP1;Fatty acid-binding protein, liver",0.742456384283651,2.10109026598508,1.71976774248797,2.56696308271879,3.6964939676361e-13
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.39950605668587,"FABP1;Fatty acid-binding protein, liver",0.267986970848981,1.30733010650258,1.21444806862559,1.40731584290983,1.02535356488472e-12
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.152887216276608,"FABP1;Fatty acid-binding protein, liver",0.698352206332464,2.01043719090492,1.62109693526123,2.49328563311505,2.03220514485856e-10
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.246971657062213,"FABP1;Fatty acid-binding protein, liver",0.463263016177832,1.5892512862496,1.33733992485601,1.88861455782676,1.43126060076662e-07
primary,Circulatory system disorders,I95 (hypotension),0.521384609353561,"FABP1;Fatty acid-binding protein, liver",0.415195262928594,1.5146664700294,1.34473458112329,1.70607237118487,8.00464291987631e-12
primary,Circulatory system disorders,I05 (rheumatic mitral valve diseases),0.116541061300598,ADM;Pro-adrenomedullin,0.628549139614758,1.87488840368184,1.48364552370881,2.36930349607591,1.41246927229565e-07
primary,Circulatory system disorders,I08 (multiple valve diseases),0.174811591950897,ADM;Pro-adrenomedullin,0.712093272167657,2.03825341530837,1.69166217781212,2.45585498068493,6.97852005466915e-14
primary,Circulatory system disorders,I10 (essential (primary) hypertension),28.0961075285525,ADM;Pro-adrenomedullin,0.229966111891607,1.2585573590786,1.23402286587256,1.28357964013162,5.21518625805713e-116
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.306891461424908,ADM;Pro-adrenomedullin,1.37930396686149,3.97213592686102,3.49318871731297,4.51675105420491,2.83396473164604e-98
primary,Circulatory system disorders,I15 (secondary hypertension),0.0388470204335327,ADM;Pro-adrenomedullin,1.33399054248732,3.79616194741815,2.77476819202228,5.19353132721431,7.30523916906294e-17
primary,Circulatory system disorders,I20 (angina pectoris),4.60142957035195,ADM;Pro-adrenomedullin,0.338774378621527,1.40322671154943,1.3466721882385,1.46215628510263,1.32479168242527e-58
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.65907854867531,ADM;Pro-adrenomedullin,0.464509448871693,1.59123341605061,1.50895354433151,1.6779998256857,6.54320325748098e-66
primary,Circulatory system disorders,I22 (subsequent myocardial infarction),0.110714008235568,ADM;Pro-adrenomedullin,0.735172901944547,2.08584260757147,1.65562509113598,2.62785301264996,4.43566463264811e-10
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.69629399425064,ADM;Pro-adrenomedullin,0.392703630972044,1.48097940785469,1.41488761967972,1.55015845497758,8.96936136758011e-64
primary,Circulatory system disorders,I26 (pulmonary embolism),1.00419547820682,ADM;Pro-adrenomedullin,0.350058648704855,1.41915077750769,1.30374262066577,1.54477494052638,6.01754998763287e-16
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.359334939010177,ADM;Pro-adrenomedullin,0.734525020941372,2.08449166744189,1.83001443568081,2.37435586677117,2.02622443583314e-28
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),0.547742988112811,ADM;Pro-adrenomedullin,0.632049301923898,1.88146231557408,1.68763938388951,2.09754552940507,4.45370304364413e-30
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),0.376816098205267,ADM;Pro-adrenomedullin,0.41687280711809,1.51720952241021,1.32423531446262,1.7383048992515,1.90038611849082e-09
primary,Circulatory system disorders,"I38 (endocarditis, valve unspecified)",0.0582705306502991,ADM;Pro-adrenomedullin,1.02442009724315,2.78547968476637,2.09285374552653,3.70732885220994,2.17098465601261e-12
primary,Circulatory system disorders,I42 (cardiomyopathy),0.304949110403232,ADM;Pro-adrenomedullin,0.697693853893283,2.00911405027069,1.74305082041348,2.3157897748716,6.20369724679997e-22
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),0.382643151270297,ADM;Pro-adrenomedullin,0.583772473867831,1.79278893910935,1.57307797511796,2.04318681656695,2.10293336876582e-18
primary,Circulatory system disorders,I46 (cardiac arrest),0.0815787429104187,ADM;Pro-adrenomedullin,0.801181934457304,2.22817292712052,1.71398789606258,2.8966100662426,2.16045207107631e-09
primary,Circulatory system disorders,I47 (paroxysmal tachycardia),0.708958122911972,ADM;Pro-adrenomedullin,0.345636577020315,1.4128890461547,1.27752143230987,1.56260036525143,1.74060410565648e-11
primary,Circulatory system disorders,I48 (atrial fibrillation and flutter),2.1696060912128,ADM;Pro-adrenomedullin,0.555891769470253,1.74349508741093,1.64609529470859,1.84665804561707,4.17116212839358e-80
primary,Circulatory system disorders,I49 (other cardiac arrhythmias),1.26447051511149,ADM;Pro-adrenomedullin,0.296230007708807,1.34477943089873,1.24613919335774,1.45122770185525,2.50867598718697e-14
primary,Circulatory system disorders,I50 (heart failure),0.910962629166342,ADM;Pro-adrenomedullin,0.911421258061445,2.4878559071358,2.29035283915219,2.70239017712293,1.94245149568748e-103
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),1.71121125009711,ADM;Pro-adrenomedullin,0.387337420918994,1.47305344647451,1.38014379239099,1.57221766900917,2.22416561965291e-31
primary,Circulatory system disorders,I63 (cerebral infarction),0.367104343096884,ADM;Pro-adrenomedullin,0.472283655620929,1.60365220417906,1.39918368502932,1.83800055667063,1.14790143153322e-11
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",1.56747727449304,ADM;Pro-adrenomedullin,0.479124091211071,1.61465948817872,1.50960307799612,1.72702699190725,2.80694168105307e-44
primary,Circulatory system disorders,"I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)",0.132079869474011,ADM;Pro-adrenomedullin,0.548582220147092,1.73079738784139,1.38524178272353,2.16255359542274,1.38006033263779e-06
primary,Circulatory system disorders,I67 (other cerebrovascular diseases),0.343796130836764,ADM;Pro-adrenomedullin,0.547507939211195,1.72893902358511,1.50448170850503,1.98688367587117,1.19275530082897e-14
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.126252816408981,ADM;Pro-adrenomedullin,0.662644394059967,1.9399154585525,1.55354908853143,2.42237082439949,4.98804182159578e-09
primary,Circulatory system disorders,I70 (atherosclerosis),0.174811591950897,ADM;Pro-adrenomedullin,0.933949997213656,2.54454028017851,2.13904243330392,3.02690827289959,5.36268208996785e-26
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),0.16704218786419,ADM;Pro-adrenomedullin,0.693575203109248,2.00085622832805,1.65290960777143,2.42204753824188,1.11292053199908e-12
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),1.40820449071556,ADM;Pro-adrenomedullin,0.434445798083674,1.54410707467938,1.43796655171629,1.65808214052627,5.99745188953382e-33
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.149561028669101,ADM;Pro-adrenomedullin,0.826835180129065,2.28607227247566,1.88354190697329,2.77462710844593,5.90087173041397e-17
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.242793877709579,ADM;Pro-adrenomedullin,0.76547444442121,2.15001419495238,1.83938543047608,2.5131008226483,6.93268679536935e-22
primary,Circulatory system disorders,I80 (phlebitis and thrombophlebitis),2.55613394452645,ADM;Pro-adrenomedullin,0.28174486829291,1.32544051494398,1.25550856049602,1.39926768636361,2.25273846412854e-24
primary,Circulatory system disorders,I95 (hypotension),0.518607722787662,ADM;Pro-adrenomedullin,0.460144885436631,1.58430351087253,1.41133007982818,1.77847666569156,6.15204894695716e-15
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.305745302552392,NOTCH1;Neurogenic locus notch homolog protein 1,0.661658016157319,1.93800291221297,1.65978261028534,2.26285976517145,5.85230391830723e-17
primary,Circulatory system disorders,I10 (essential (primary) hypertension),28.0561913029752,PLAUR;Urokinase plasminogen activator surface receptor,0.193932699792171,1.21401457677351,1.19032734059504,1.23817318342181,6.4910824000656e-83
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.305816431220898,PLAUR;Urokinase plasminogen activator surface receptor,1.34868342496004,3.85235028223058,3.32713920116539,4.46046943025523,1.03874643041448e-72
primary,Circulatory system disorders,I15 (secondary hypertension),0.0394601846736642,PLAUR;Urokinase plasminogen activator surface receptor,1.28261978450603,3.60607449973759,2.45145959394563,5.30450239921277,7.33015501393924e-11
primary,Circulatory system disorders,I20 (angina pectoris),4.59316549601452,PLAUR;Urokinase plasminogen activator surface receptor,0.292196831851589,1.33936662170771,1.28589563079274,1.39506107990957,6.99308331946821e-45
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.65369741930392,PLAUR;Urokinase plasminogen activator surface receptor,0.42392902940982,1.52795315019911,1.45075414069737,1.60926015215861,8.38797610807505e-58
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),3.69544629468865,PLAUR;Urokinase plasminogen activator surface receptor,0.390051797746024,1.47705730014009,1.41248794198616,1.54457833093382,1.4107128026976e-65
primary,Circulatory system disorders,I26 (pulmonary embolism),1.00426169994475,PLAUR;Urokinase plasminogen activator surface receptor,0.406432468255735,1.50145174228696,1.3783224311774,1.63558053139338,1.28118177103843e-20
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),0.353168652829295,PLAUR;Urokinase plasminogen activator surface receptor,0.592453279973284,1.80841953721817,1.57026831154906,2.08268943500884,1.97962309487053e-16
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),0.544550548496567,PLAUR;Urokinase plasminogen activator surface receptor,0.38155329151474,1.46455770863047,1.30561955365617,1.64284402443454,7.51922290455998e-11
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),0.38079078210086,PLAUR;Urokinase plasminogen activator surface receptor,0.434734786454341,1.54455336815073,1.34921856209946,1.76816801523511,2.94164292668343e-10
primary,Circulatory system disorders,I42 (cardiomyopathy),0.303843421987214,PLAUR;Urokinase plasminogen activator surface receptor,0.41033041893252,1.50731574850064,1.29627061854259,1.75272102381869,9.72820404619884e-08
primary,Circulatory system disorders,I44 (atrioventricular and left bundle-branch block),0.384736800568226,PLAUR;Urokinase plasminogen activator surface receptor,0.424717817343759,1.52915885666845,1.33790356235671,1.74775437835641,4.66060621223394e-10
