model,disease_category,disease,incident_rate,protein,hazard_ratio,ci_lower,ci_upper,pvalue
primary,Circulatory system disorders,I85 (oesophageal varices),0.221790417868849,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,0.557875516240601,0.465824431366921,0.668116720944528,2.24858112734812e-10
primary,Circulatory system disorders,I89 (other non-infective disorders of lymphatic vessels and lymph nodes),0.53061866205487,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,0.727626708546605,0.644101897109968,0.821982716346471,3.20267771909297e-07
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.105952988266687,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,0.477893702060909,0.370813444148532,0.615895658783075,1.16678666022861e-08
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.529100529100529,STC2;Stanniocalcin-2,1.99579454589339,1.76875872188444,2.25197242570999,3.42672292775339e-29
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0666771258236586,STC2;Stanniocalcin-2,2.20828658086575,1.57267806124789,3.10078060055236,4.77612717968762e-06
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.35206943378402,STC2;Stanniocalcin-2,1.31222144711387,1.21635265156021,1.41564629637376,2.21993717585992e-12
primary,Circulatory system disorders,I46 (cardiac arrest),0.781173330192938,STC2;Stanniocalcin-2,1.32831734627683,1.20112412476932,1.46897971328216,3.23208806119651e-08
primary,Circulatory system disorders,I50 (heart failure),4.43481358347185,STC2;Stanniocalcin-2,1.21256254259814,1.16204217511323,1.26527930844575,6.90187482497471e-19
primary,Circulatory system disorders,I70 (atherosclerosis),0.805453509616329,STC2;Stanniocalcin-2,1.4381521035665,1.30286625438333,1.58748564254717,5.64634497522652e-13
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.13434646828317,STC2;Stanniocalcin-2,1.27240671138094,1.19713094430987,1.35241582958213,9.72364359722536e-15
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.406551967947207,STC2;Stanniocalcin-2,1.55156103299039,1.34998368274932,1.78323758268804,6.16056759794874e-10
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.701830263235496,STC2;Stanniocalcin-2,1.40914418421701,1.26821155589699,1.56573824191989,1.77728176229613e-10
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.36745502693817,LRTM2;Leucine-rich repeat and transmembrane domain-containing protein 2,0.782188205277097,0.720439408538074,0.849229485816326,4.76867599037553e-09
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.54480852743782,RTBDN;Retbindin,2.97502926604495,2.65262444911055,3.33661975286087,1.86053970558732e-77
primary,Circulatory system disorders,I15 (secondary hypertension),0.0570944815230445,RTBDN;Retbindin,2.69254402115911,1.8994155694169,3.81685473290361,2.64465412766833e-08
primary,Circulatory system disorders,I46 (cardiac arrest),0.776033562466762,RTBDN;Retbindin,1.2516670101613,1.13485507459126,1.38050253235232,7.0970366805856e-06
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.386548125241592,BGLAP;Osteocalcin,1.60073618121098,1.37494969405967,1.86360005235704,1.32333201685914e-09
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0499217136762803,BGLAP;Osteocalcin,2.81968533712563,1.87322501516611,4.24435149863521,6.76330063195196e-07
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.393553223388305,SLITRK1;SLIT and NTRK-like protein 1,2.01114241784486,1.73121203374881,2.33633647756965,6.43342271965759e-20
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.37774022438154,SLITRK1;SLIT and NTRK-like protein 1,0.777420836690301,0.715055666230483,0.845225324213343,3.60863276528845e-09
primary,Circulatory system disorders,I70 (atherosclerosis),0.754214729370008,DMP1;Dentin matrix acidic phosphoprotein 1,0.737511272764506,0.659334371304478,0.824957564973571,1.00514932794037e-07
primary,Circulatory system disorders,I05 (rheumatic mitral valve diseases),0.250226583126453,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.68391814350075,1.37776490264185,2.05810171864141,3.57878512981322e-07
primary,Circulatory system disorders,I08 (multiple valve diseases),2.13307047806801,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.26437158829918,1.17713699284582,1.358070915292,1.26689005001653e-10
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.54480852743782,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,4.20512932049268,3.74596806067336,4.7205721767122,6.25711136595332e-131
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0629760100761616,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,3.33521193747923,2.33426524348921,4.76537047318436,3.69045377668164e-11
primary,Circulatory system disorders,I15 (secondary hypertension),0.0570944815230445,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,3.94745144772395,2.73305198495404,5.70145500997485,2.48167036799092e-13
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.9594291374396,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.20044688990461,1.12824803067886,1.27726589924961,7.79731589327906e-09
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.35482087135126,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.36232477987037,1.24569036648065,1.48987971312025,1.28060205674919e-11
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.60473307214373,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.23656134022742,1.13858312220691,1.34297085414477,4.62102025988965e-07
primary,Circulatory system disorders,I46 (cardiac arrest),0.776033562466762,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.42099524019652,1.26265726015253,1.59918889819495,5.57168304483178e-09
primary,Circulatory system disorders,I50 (heart failure),4.39523336643495,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.21211282558993,1.15234380010456,1.27498191236529,8.91789616073977e-14
primary,Circulatory system disorders,I63 (cerebral infarction),2.07802469135802,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.21362678608647,1.12861655517226,1.30504020090487,1.7373861981039e-07
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.774430015567422,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.39102672894798,1.23623379324656,1.56520180180983,4.17637515655236e-08
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.702335858585858,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1.44705592831601,1.2787690344989,1.6374894943363,4.67915968562413e-09
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.96667443486366,SERPIND1;Heparin cofactor 2,1.24723206242993,1.18059436162405,1.31763107475232,3.1211048097057e-15
primary,Circulatory system disorders,I70 (atherosclerosis),0.766483953874496,SERPIND1;Heparin cofactor 2,1.36444305048576,1.22640689085237,1.51801563731021,1.12749941889548e-08
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.08649993091059,SERPIND1;Heparin cofactor 2,1.22118485024028,1.14365010772697,1.3039761272968,2.36556043146248e-09
primary,Circulatory system disorders,I86 (varicose veins of other sites),0.266320677410543,SERPIND1;Heparin cofactor 2,0.635935096667259,0.530296880651777,0.762617058346902,1.04042646440955e-06
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.109009152226739,SERPIND1;Heparin cofactor 2,0.475916200162529,0.359208673050426,0.630542207273888,2.30642957699401e-07
primary,Circulatory system disorders,I08 (multiple valve diseases),2.13488023361351,LY6D;Lymphocyte antigen 6D,1.21223237200207,1.14185422581187,1.28694827282784,2.84521647773141e-10
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.545292897362442,LY6D;Lymphocyte antigen 6D,4.06750956939417,3.62873654820325,4.55933735539581,3.11309820325472e-128
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0649990151664368,LY6D;Lymphocyte antigen 6D,3.0505099324535,2.192831154187,4.2436513318544,3.547959749483e-11
primary,Circulatory system disorders,I15 (secondary hypertension),0.0551724137931034,LY6D;Lymphocyte antigen 6D,3.12917418926924,2.18494669797251,4.48145079048148,4.81682247809765e-10
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.35602601356026,LY6D;Lymphocyte antigen 6D,1.37196782795852,1.27252889295138,1.47917719698104,1.75023976561564e-16
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.60811185487384,LY6D;Lymphocyte antigen 6D,1.21050246700902,1.12972445265399,1.29705630359026,5.90802635394449e-08
primary,Circulatory system disorders,I46 (cardiac arrest),0.778647322044589,LY6D;Lymphocyte antigen 6D,1.39436505565026,1.26323470588613,1.53910741951529,4.18817144532583e-11
primary,Circulatory system disorders,I50 (heart failure),4.42059232756907,LY6D;Lymphocyte antigen 6D,1.24043221976528,1.18941339729366,1.29363944893579,8.75916064799528e-24
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),4.2258600997856,LY6D;Lymphocyte antigen 6D,1.23184005726086,1.18005636714602,1.28589613930253,1.80450154244251e-21
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.77702835956297,LY6D;Lymphocyte antigen 6D,1.38825222604491,1.25751648614387,1.53257970321206,7.99801630327181e-11
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.14155862316958,LY6D;Lymphocyte antigen 6D,1.217771242544,1.14658176798023,1.29338076060591,1.44946313591295e-10
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.406367743080898,LY6D;Lymphocyte antigen 6D,1.48219787938682,1.2928969504901,1.69921551197564,1.65459407182524e-08
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.697008589199328,LY6D;Lymphocyte antigen 6D,1.30744067073602,1.17752544309002,1.45168931807443,5.15802911411618e-07
primary,Circulatory system disorders,I95 (hypotension),4.84318073815935,LY6D;Lymphocyte antigen 6D,1.20007313580997,1.15306305721453,1.24899980298721,3.70619038985044e-19
primary,Circulatory system disorders,I99 (other and unspecified disorders of circulatory system),0.0985571237089016,LY6D;Lymphocyte antigen 6D,1.98596246068965,1.50787405511702,2.61563416512424,1.04587791058657e-06
primary,Circulatory system disorders,I05 (rheumatic mitral valve diseases),0.24261396986891,CST3;Cystatin-C,1.87193711401589,1.57999064764368,2.21782867136336,4.24585962848935e-13
primary,Circulatory system disorders,I07 (rheumatic tricuspid valve diseases),0.510353727928667,CST3;Cystatin-C,1.42973178142433,1.26657179980772,1.61391005794152,7.36758596474035e-09
primary,Circulatory system disorders,I08 (multiple valve diseases),2.1359071242585,CST3;Cystatin-C,1.30562827106538,1.22949777271885,1.38647276963793,3.31493671512531e-18
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.550883177478484,CST3;Cystatin-C,4.26022598841361,3.85546456662549,4.70748081293875,4.30302255308876e-178
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0625390869293308,CST3;Cystatin-C,3.03049902877034,2.22557802811782,4.12653443166172,1.93392985478066e-12
primary,Circulatory system disorders,I15 (secondary hypertension),0.0566982091186361,CST3;Cystatin-C,2.94643076620776,2.12034492832237,4.09435943373821,1.21731235730899e-10
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.96775229910445,CST3;Cystatin-C,1.31454953962849,1.24782370539165,1.38484345558663,7.81612119251603e-25
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),1.00614649806209,CST3;Cystatin-C,1.42922696343835,1.31015931368195,1.55911551495109,8.48389126356117e-16
primary,Circulatory system disorders,I25 (chronic ischaemic heart disease),8.71232876712328,CST3;Cystatin-C,1.24231059371299,1.20463206155641,1.281167636579,2.29231080501348e-43
primary,Circulatory system disorders,I26 (pulmonary embolism),1.98606202988964,CST3;Cystatin-C,1.20136599155592,1.12834423703798,1.27911341086467,9.80332103281368e-09
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.34345336157527,CST3;Cystatin-C,1.59723358729691,1.48243268504454,1.72092477326394,8.53523161859638e-35
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.61135019355852,CST3;Cystatin-C,1.33836221533713,1.24901919194012,1.43409599388124,1.36142525594331e-16
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),1.7145323289391,CST3;Cystatin-C,1.25459216549568,1.17293714092291,1.34193167460334,3.96448633031908e-11
primary,Circulatory system disorders,I42 (cardiomyopathy),0.68024543725863,CST3;Cystatin-C,1.39898303611534,1.25840624694008,1.55526368380439,5.16850636176547e-10
primary,Circulatory system disorders,I46 (cardiac arrest),0.784321395740019,CST3;Cystatin-C,1.6229103387425,1.4719942516737201,1.78929908496756,2.39076992037414e-22
primary,Circulatory system disorders,I47 (paroxysmal tachycardia),1.34640368489429,CST3;Cystatin-C,1.22252995102087,1.13299294456603,1.31914279635304,2.2485169675688e-07
primary,Circulatory system disorders,I50 (heart failure),4.42029271371651,CST3;Cystatin-C,1.40313414277375,1.34508301829515,1.46369063904531,1.25998153308867e-55
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),4.21305869254016,CST3;Cystatin-C,1.31378062912858,1.25797888056443,1.3720576459114,6.73066146263009e-35
primary,Circulatory system disorders,I63 (cerebral infarction),2.06939840332673,CST3;Cystatin-C,1.32352122087182,1.24510003004278,1.40688168005091,2.3779043491314e-19
primary,Circulatory system disorders,"I64 (stroke, not specified as haemorrhage or infarction)",0.776301943732999,CST3;Cystatin-C,1.3415772570953,1.21327781036709,1.4834438752414,1.00749524736947e-08
primary,Circulatory system disorders,"I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)",0.622309197651663,CST3;Cystatin-C,1.32545991782141,1.18606676926566,1.48123532272882,6.69919362291523e-07
primary,Circulatory system disorders,I67 (other cerebrovascular diseases),2.72607817372374,CST3;Cystatin-C,1.24753436221863,1.18271812703578,1.31590270694242,4.48484935833594e-16
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.770976831559173,CST3;Cystatin-C,1.56355350595927,1.41711709026708,1.72512178618691,5.17431797810672e-19
primary,Circulatory system disorders,I70 (atherosclerosis),0.800704776820673,CST3;Cystatin-C,1.72490367457251,1.56690477331292,1.89883440093366,9.76342000415442e-29
primary,Circulatory system disorders,I71 (aortic aneurysm and dissection),1.08848864526233,CST3;Cystatin-C,1.35962209344418,1.24935997009446,1.47961538806287,1.08507740204185e-12
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.15254102909696,CST3;Cystatin-C,1.43290478392271,1.34936843533425,1.52161267895673,8.23658924531437e-32
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.405143561740355,CST3;Cystatin-C,1.83245890326874,1.60300693698958,2.09475427378684,7.09088560968219e-19
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.703342345519376,CST3;Cystatin-C,1.5240559891309,1.37422823089154,1.69021899404503,1.45344466416462e-15
primary,Circulatory system disorders,"I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)",0.0488643915405965,CST3;Cystatin-C,2.84274618352601,1.99113313719998,4.05859644087681,8.87564805281922e-09
primary,Circulatory system disorders,I95 (hypotension),4.80718228788087,CST3;Cystatin-C,1.33269524032403,1.2800808132635,1.3874722479859,2.22068470043267e-44
primary,Circulatory system disorders,I99 (other and unspecified disorders of circulatory system),0.0977899471934285,CST3;Cystatin-C,1.98370119007694,1.51691559745263,2.59412614526535,5.61465041001974e-07
primary,Circulatory system disorders,I85 (oesophageal varices),0.20891048639811,IGSF9;Protein turtle homolog A,2.43569260304506,2.01531451587354,2.94375811308882,3.27212036537149e-20
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.102149683335981,IGSF9;Protein turtle homolog A,3.3538390013807,2.62263394627862,4.28890812732099,5.20173944992554e-22
primary,Circulatory system disorders,I85 (oesophageal varices),0.212736066791097,C19orf12;Protein C19orf12,2.6220395545269,2.1764435225593,3.1588650724183,3.54559635341184e-24
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.102327447833065,C19orf12;Protein C19orf12,3.80622314813069,2.94452474889999,4.92009267668,1.865158063782e-24
primary,Circulatory system disorders,I07 (rheumatic tricuspid valve diseases),0.516371317920431,RNASE4;Ribonuclease 4,1.38276581651739,1.21338710680529,1.57578837998634,1.16751550432167e-06
primary,Circulatory system disorders,I08 (multiple valve diseases),2.03506133383465,RNASE4;Ribonuclease 4,1.20592937376623,1.1285293635828,1.28863785156221,3.15567530897983e-08
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.394913142615359,RNASE4;Ribonuclease 4,3.25232428994482,2.85389301484911,3.706380453622,5.22323399464997e-70
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0516129032258064,RNASE4;Ribonuclease 4,2.58247156823366,1.77325029499459,3.76098028550198,7.56025133485709e-07
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.93735253045697,RNASE4;Ribonuclease 4,1.21463213705764,1.14852692312977,1.28454213711673,9.75632310176514e-12
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.3683466792275,RNASE4;Ribonuclease 4,1.48813640018023,1.37336311787026,1.61250139655387,2.80459890011878e-22
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.58056145317291,RNASE4;Ribonuclease 4,1.25007236500449,1.15912783547478,1.3481523520724,6.9683448274154e-09
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),1.70189727413963,RNASE4;Ribonuclease 4,1.20031383320442,1.11647119778103,1.29045272376518,7.72939389015531e-07
primary,Circulatory system disorders,I46 (cardiac arrest),0.756063772335579,RNASE4;Ribonuclease 4,1.49382341503692,1.34242897462169,1.66229159046678,1.82202151815767e-13
primary,Circulatory system disorders,I50 (heart failure),4.27753053688097,RNASE4;Ribonuclease 4,1.3192643010734,1.25989528434287,1.3814309155022,4.19860532266842e-32
primary,Circulatory system disorders,I63 (cerebral infarction),2.05056973349656,RNASE4;Ribonuclease 4,1.21173300623494,1.13429445867434,1.29445830152003,1.19999478708862e-08
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.744673353849045,RNASE4;Ribonuclease 4,1.41279697847762,1.26752242576482,1.57472188406536,4.31878917644293e-10
primary,Circulatory system disorders,I70 (atherosclerosis),0.76138553367486,RNASE4;Ribonuclease 4,1.38158066300005,1.24060336688395,1.53857806558267,3.95583782692092e-09
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.07490601056488,RNASE4;Ribonuclease 4,1.27709837336354,1.19534604222532,1.36444192529511,4.27804581020817e-13
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.681903686982693,RNASE4;Ribonuclease 4,1.47692985480443,1.31880178130028,1.6540179327495,1.48428079437715e-11
primary,Circulatory system disorders,I95 (hypotension),4.54116759407714,RNASE4;Ribonuclease 4,1.24884649481366,1.19433540613434,1.30584554355323,1.68983078060174e-22
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.538603157193779,MIA;Melanoma-derived growth regulatory protein,2.45049361674492,2.17575421267988,2.75992523912493,2.19385598502309e-49
primary,Circulatory system disorders,I46 (cardiac arrest),0.773890951729529,MIA;Melanoma-derived growth regulatory protein,1.2815555014851,1.16029507556295,1.41548864420533,1.00065168460315e-06
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.535644721464744,SCARA5;Scavenger receptor class A member 5,3.30824187332078,2.93864169173983,3.72432757731457,3.38151609639074e-87
primary,Circulatory system disorders,I15 (secondary hypertension),0.0543953375424963,SCARA5;Scavenger receptor class A member 5,3.04387225767864,2.12192478074811,4.36639338261516,1.47830810592698e-09
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.60899789111926,SCARA5;Scavenger receptor class A member 5,1.20860439584224,1.12861112184642,1.29426740298237,5.86639756339324e-08
primary,Circulatory system disorders,I70 (atherosclerosis),0.795642447232759,SCARA5;Scavenger receptor class A member 5,1.28996821705025,1.17080310748078,1.42126202977055,2.62443816849972e-07
primary,Circulatory system disorders,"I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)",0.0485540600905047,SCARA5;Scavenger receptor class A member 5,3.41714415322983,2.33797470336159,4.99443990867975,2.21063931287952e-10
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.391303341128528,BCHE;Cholinesterase,0.68370177634191,0.58748368455668,0.795678469480942,8.94741179532928e-07
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.106316592322093,BCHE;Cholinesterase,0.487359671688426,0.366381792476192,0.648283988085147,7.92294393874105e-07
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.538603157193779,ERBB2;Receptor tyrosine-protein kinase erbB-2,0.730355838037961,0.646928000783866,0.824542529477472,3.82735901542099e-07
primary,Circulatory system disorders,I85 (oesophageal varices),0.21492350677009,ERBB2;Receptor tyrosine-protein kinase erbB-2,2.78905198700354,2.31452944400919,3.36086067357781,4.29919336062197e-27
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.101564483681321,ERBB2;Receptor tyrosine-protein kinase erbB-2,4.41725356917681,3.43426008647195,5.68161077003642,6.06878527591156e-31
primary,Circulatory system disorders,I05 (rheumatic mitral valve diseases),0.248244989317326,EPHA2;Ephrin type-A receptor 2,1.54478934257172,1.29441067419209,1.84359891377799,1.43421913526733e-06
primary,Circulatory system disorders,I08 (multiple valve diseases),2.12532063026749,EPHA2;Ephrin type-A receptor 2,1.22603208335835,1.15372005145528,1.30287643655667,5.02737118897628e-11
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.534094383854856,EPHA2;Ephrin type-A receptor 2,4.58214524694996,4.10549791027416,5.11413122671496,1.86726123305217e-162
primary,Circulatory system disorders,I13 (hypertensive heart and renal disease),0.0609718919578074,EPHA2;Ephrin type-A receptor 2,3.4801563327673,2.50318124020297,4.8384383463653,1.19213918559028e-13
primary,Circulatory system disorders,I15 (secondary hypertension),0.0548959011060507,EPHA2;Ephrin type-A receptor 2,3.27547532911685,2.30396548108327,4.65664035322643,3.85648466247193e-11
primary,Circulatory system disorders,I21 (acute myocardial infarction),2.9667828882811,EPHA2;Ephrin type-A receptor 2,1.21366642364985,1.15190403604045,1.27874036535044,3.68274123490254e-13
primary,Circulatory system disorders,I24 (other acute ischaemic heart diseases),1.00968976467714,EPHA2;Ephrin type-A receptor 2,1.29267143800128,1.18408209520741,1.4112192502426,9.79221751284691e-09
primary,Circulatory system disorders,I26 (pulmonary embolism),1.98525939764725,EPHA2;Ephrin type-A receptor 2,1.25337147616102,1.17660368723065,1.33514799783737,2.50322085659426e-12
primary,Circulatory system disorders,I27 (other pulmonary heart diseases),1.3563954555653,EPHA2;Ephrin type-A receptor 2,1.53607655001861,1.42361048537799,1.65742749983369,1.86872124426482e-28
primary,Circulatory system disorders,I34 (nonrheumatic mitral valve disorders),1.59388601671536,EPHA2;Ephrin type-A receptor 2,1.28036043969305,1.1933301909596,1.37373785390675,5.9378863450346e-12
primary,Circulatory system disorders,I35 (nonrheumatic aortic valve disorders),1.67918060883049,EPHA2;Ephrin type-A receptor 2,1.23132807847472,1.15008342469562,1.31831204961633,2.29907483510655e-09
primary,Circulatory system disorders,I46 (cardiac arrest),0.762753234073712,EPHA2;Ephrin type-A receptor 2,1.44214643595731,1.30410414547908,1.59480080632696,9.88385438447852e-13
primary,Circulatory system disorders,I50 (heart failure),4.38519126243462,EPHA2;Ephrin type-A receptor 2,1.39393505742934,1.33552445943443,1.45490030572213,3.17385392599968e-52
primary,Circulatory system disorders,I51 (complications and ill-defined descriptions of heart disease),4.19509572840425,EPHA2;Ephrin type-A receptor 2,1.25693048986597,1.20307022667678,1.31320202372456,1.40167505559217e-24
primary,Circulatory system disorders,I63 (cerebral infarction),2.07054119663001,EPHA2;Ephrin type-A receptor 2,1.23753639596138,1.16366228652598,1.31610034033263,1.14879541614226e-11
primary,Circulatory system disorders,I67 (other cerebrovascular diseases),2.71857728468582,EPHA2;Ephrin type-A receptor 2,1.2671405747811,1.20076154029276,1.33718909406866,6.44855485927679e-18
primary,Circulatory system disorders,I69 (sequelae of cerebrovascular disease),0.767195767195767,EPHA2;Ephrin type-A receptor 2,1.52277234745199,1.37722423380687,1.68370230877714,2.31862844075963e-16
primary,Circulatory system disorders,I70 (atherosclerosis),0.796058391188387,EPHA2;Ephrin type-A receptor 2,1.66335486752035,1.50736443578051,1.83548805426806,4.16856646242951e-24
primary,Circulatory system disorders,I73 (other peripheral vascular diseases),2.16853562005277,EPHA2;Ephrin type-A receptor 2,1.42535079308562,1.34142071252726,1.51453221526763,2.46064764186704e-30
primary,Circulatory system disorders,I74 (arterial embolism and thrombosis),0.407091534531539,EPHA2;Ephrin type-A receptor 2,1.57680099982697,1.37444201258881,1.80895328452038,8.11516542473357e-11
primary,Circulatory system disorders,I77 (other disorders of arteries and arterioles),0.694727406079374,EPHA2;Ephrin type-A receptor 2,1.62857544673903,1.46550691274879,1.80978879229336,1.30280548341276e-19
primary,Circulatory system disorders,"I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)",0.0467498678808081,EPHA2;Ephrin type-A receptor 2,3.98752400634387,2.75245047022844,5.77679702982959,2.6025006741546e-13
primary,Circulatory system disorders,I80 (phlebitis and thrombophlebitis),1.65620241546901,EPHA2;Ephrin type-A receptor 2,1.22834677547107,1.14558131284188,1.31709184140509,7.52828876412242e-09
primary,Circulatory system disorders,I85 (oesophageal varices),0.215556685307575,EPHA2;Ephrin type-A receptor 2,2.30779868950783,1.91927696491761,2.77496937057373,6.02965944763126e-19
primary,Circulatory system disorders,I87 (other disorders of veins),0.463952139674012,EPHA2;Ephrin type-A receptor 2,1.38513544930028,1.21672974924582,1.57684992423134,8.3966787802183e-07
primary,Circulatory system disorders,I89 (other non-infective disorders of lymphatic vessels and lymph nodes),0.525319161932685,EPHA2;Ephrin type-A receptor 2,1.3491218738937,1.1938806927097,1.52454917960636,1.5773687122675e-06
primary,Circulatory system disorders,I95 (hypotension),4.76414227052646,EPHA2;Ephrin type-A receptor 2,1.38124037512616,1.32590886103144,1.43888092911193,4.46830654747843e-54
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.101642543503008,EPHA2;Ephrin type-A receptor 2,3.60780839448831,2.79842930546097,4.65128112614453,4.19350093027038e-23
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.390580648091377,AFM;Afamin,0.652939442068161,0.565461308274801,0.753950639538886,6.31231421259511e-09
primary,Circulatory system disorders,I70 (atherosclerosis),0.76531195028899,GPD1;Glycerol-3-phosphate dehydrogenase,1.31233078083453,1.18152745520945,1.45761494642583,3.90042624248046e-07
primary,Circulatory system disorders,I85 (oesophageal varices),0.207653515277365,GPD1;Glycerol-3-phosphate dehydrogenase,2.05805615906115,1.69762200469879,2.49501664217711,2.0204498720786e-13
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.104931794333683,GPD1;Glycerol-3-phosphate dehydrogenase,2.90133216964846,2.24013995168708,3.75767967188727,6.91118708729388e-16
primary,Circulatory system disorders,I85 (oesophageal varices),0.211303580550782,ADH1B;All-trans-retinol dehydrogenase,2.06044680889163,1.68207776981903,2.52392673421304,2.87924746585279e-12
primary,Circulatory system disorders,I98 (other disorders of circulatory system in diseases classified elsewhere),0.109096817622617,ADH1B;All-trans-retinol dehydrogenase,2.82690404953184,2.14265058579337,3.72967321795052,1.99324422775993e-13
primary,Circulatory system disorders,I12 (hypertensive renal disease),0.550198304689322,IGFBP1;Insulin-like growth factor-binding protein 1,1.95391152127833,1.74343824084025,2.18979378996772,1.06033340222326e-30
