model,mri_category,mri_trait,protein,n,beta,pvalue
Primary analysis,Left ventricle,LV cardiac output,FURIN;Furin,4870,-0.0845755908409519,3.39586847636053e-09
Primary analysis,Right atrium,RA maximum volume,EFNA4;Ephrin-A4,4739,-0.102074244329308,1.876308849945e-12
Primary analysis,Left ventricle,LV end systolic volume,LPL;Lipoprotein lipase,4856,0.100824846722738,1.89334195374108e-12
Primary analysis,Left ventricle,LV end diastolic volume,ASGR1;Asialoglycoprotein receptor 1,4827,-0.101121982373754,1.89704503931142e-12
Primary analysis,Left ventricle,LV end diastolic volume,NRCAM;Neuronal cell adhesion molecule,4865,-0.100662183143506,1.96115817953815e-12
Primary analysis,Left ventricle,LV cardiac output,CFH;Complement factor H,3245,-0.123037360645416,2.02362525138045e-12
Primary analysis,Left ventricle,LV cardiac output,PTGDS;Prostaglandin-H2 D-isomerase,4820,-0.101033625426032,2.05707663535497e-12
Primary analysis,Right ventricle,RV end diastolic volume,AMBP;Protein AMBP,4888,-0.100322852839806,2.06618715299589e-12
Primary analysis,Right ventricle,RV stroke volume,HGF;Hepatocyte growth factor,4905,-0.100128725797288,2.08814792302309e-12
Primary analysis,Right ventricle,RV end diastolic volume,MAD1L1;Mitotic spindle assembly checkpoint protein MAD1,4817,-0.10103285189094,2.09041742267176e-12
Primary analysis,Left atrium,LA maximum volume,"FABP4;Fatty acid-binding protein, adipocyte",4839,-0.100761674816607,2.13528840146523e-12
Primary analysis,Left ventricle,LV end systolic volume,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4804,-0.101095465888044,2.16855061610935e-12
Primary analysis,Left ventricle,LV end diastolic volume,DLK1;Protein delta homolog 1,4915,-0.0999395823651788,2.18285276294577e-12
Primary analysis,Right ventricle,RV stroke volume,CD83;CD83 antigen,4852,-0.100526875692315,2.24567981826796e-12
Primary analysis,Right ventricle,RV end diastolic volume,IGFBP4;Insulin-like growth factor-binding protein 4,4784,-0.101208219080559,2.2764585446125e-12
Primary analysis,Right ventricle,RV stroke volume,SNCG;Gamma-synuclein,4829,-0.100725520395207,2.29040732960729e-12
Primary analysis,Left ventricle,LV end diastolic volume,C1RL;Complement C1r subcomponent-like protein,3435,-0.119279837637479,2.32656192986634e-12
Primary analysis,Left ventricle,LV end diastolic volume,SORD;Sorbitol dehydrogenase,4877,-0.100142700901629,2.39427114063539e-12
Primary analysis,Left ventricle,LV cardiac output,SCG2;Secretogranin-2,4878,-0.100122800651622,2.40595397209271e-12
Primary analysis,Ascending aorta,Ascending aorta minimum area,"FABP4;Fatty acid-binding protein, adipocyte",4632,-0.102714956992446,2.42944079651957e-12
Primary analysis,Right atrium,RA minimum volume,CST3;Cystatin-C,4767,-0.101241119613699,2.44857168297197e-12
Primary analysis,Right atrium,RA minimum volume,LDLR;Low-density lipoprotein receptor,4773,-0.101126077819732,2.51229348064277e-12
Primary analysis,Left ventricle,LV end diastolic volume,THY1;Thy-1 membrane glycoprotein,4902,-0.0996751857924121,2.6652886445571e-12
Primary analysis,Right ventricle,RV end diastolic volume,CHRDL1;Chordin-like protein 1,4851,-0.100150147504524,2.72633596133846e-12
Primary analysis,Right ventricle,RV stroke volume,IGFBP1;Insulin-like growth factor-binding protein 1,4911,0.0995085042390183,2.76880150757173e-12
Primary analysis,Left ventricle,LV end diastolic volume,TREM2;Triggering receptor expressed on myeloid cells 2,4834,-0.100207534229125,2.8913493655109e-12
Primary analysis,Descending aorta,Descending aorta maximum area,ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15,4551,-0.103249257690335,2.90879607813782e-12
Primary analysis,Right ventricle,RV end diastolic volume,PTS;6-pyruvoyl tetrahydrobiopterin synthase,4737,-0.101207752234507,2.91410019281524e-12
Primary analysis,Right ventricle,RV end diastolic volume,TNFRSF6B;Tumor necrosis factor receptor superfamily member 6B,4829,-0.100224294919774,2.94203452387266e-12
Primary analysis,Right atrium,RA minimum volume,AGRN;Agrin,4768,-0.100855246401389,2.949631384367e-12
Primary analysis,Left atrium,LA stroke volume,CXCL17;C-X-C motif chemokine 17,4835,-0.100078036424053,3.06832757387954e-12
Primary analysis,Right atrium,RA maximum volume,CCL22;C-C motif chemokine 22,4692,-0.1015338631513,3.1457906934477e-12
Primary analysis,Right atrium,RA minimum volume,F7;Coagulation factor VII,4764,-0.100739341761223,3.18943440986835e-12
Primary analysis,Left ventricle,LV end diastolic volume,VGF;Neurosecretory protein VGF,3442,-0.118412125177383,3.19029391117216e-12
Primary analysis,Left ventricle,LV end diastolic volume,PTPRR;Receptor-type tyrosine-protein phosphatase R,3440,-0.118417032244389,3.22988854604062e-12
Primary analysis,Left ventricle,LV end diastolic volume,REN;Renin,4865,-0.0971375380355261,1.12429666260077e-11
Primary analysis,Left ventricle,LV end diastolic volume,SIT1;Signaling threshold-regulating transmembrane adapter 1,4759,-0.100637084975701,3.44287568521092e-12
Primary analysis,Left ventricle,LV end diastolic volume,CALB1;Calbindin,4830,-0.0998947990584292,3.44839139607184e-12
Primary analysis,Right ventricle,RV end diastolic volume,NPY;Pro-neuropeptide Y,4890,-0.0992182653402145,3.56138259285973e-12
Primary analysis,Right ventricle,RV end systolic volume,HGF;Hepatocyte growth factor,4904,-0.0990687093225073,3.57647832494791e-12
Primary analysis,Right atrium,RA minimum volume,CPM;Carboxypeptidase M,4794,-0.100189773806691,3.58355404552101e-12
Primary analysis,Left ventricle,LV end diastolic volume,LGALS1;Galectin-1,4865,-0.0994539533700201,3.59307253982719e-12
Primary analysis,Left ventricle,LV end diastolic volume,PENK;Proenkephalin-A,3375,-0.11925250770666,3.64789017500334e-12
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 11,IGFBP2;Insulin-like growth factor-binding protein 2,4906,-0.0989945749753736,3.67443547605114e-12
Primary analysis,Left ventricle,LV end diastolic volume,ACY1;Aminoacylase-1,4865,-0.0993854964182093,3.7176734002921e-12
Primary analysis,Right atrium,RA maximum volume,PLAUR;Urokinase plasminogen activator surface receptor,4729,-0.100786795695112,3.73822442174058e-12
Primary analysis,Right ventricle,RV end diastolic volume,CFD;Complement factor D,3444,-0.11798478799127,3.76411220151082e-12
Primary analysis,Right ventricle,RV stroke volume,PALM;Paralemmin-1,3397,-0.118769834490546,3.80071425561765e-12
Primary analysis,Right ventricle,RV stroke volume,IGFBP2;Insulin-like growth factor-binding protein 2,4910,0.0988699500654379,3.83294548099062e-12
Primary analysis,Right atrium,RA stroke volume,PALM;Paralemmin-1,3341,-0.119716309171695,3.86154663583418e-12
Primary analysis,Right atrium,RA maximum volume,CLMP;CXADR-like membrane protein,4804,-0.0999347945815189,3.86173447731612e-12
Primary analysis,Right atrium,RA maximum volume,CFH;Complement factor H,3187,-0.122529661209735,3.90206197490187e-12
Primary analysis,Right ventricle,RV end systolic volume,ACVRL1;Serine/threonine-protein kinase receptor R3,4822,-0.0997199215655143,3.91761526599454e-12
Primary analysis,Left ventricle,LV myocardial mass,SEZ6L;Seizure 6-like protein,4871,-0.0991839304017347,3.98719799346666e-12
Primary analysis,Left ventricle,LV end diastolic volume,SHISA5;Protein shisa-5,3449,-0.117677659654363,4.13206093269409e-12
Primary analysis,Right atrium,RA minimum volume,IGFBP6;Insulin-like growth factor-binding protein 6,4746,-0.100396798371312,4.14474386197888e-12
Primary analysis,Right ventricle,RV stroke volume,TNFRSF10B;Tumor necrosis factor receptor superfamily member 10B,4829,-0.0994913447801276,4.23343703166209e-12
Primary analysis,Right ventricle,RV stroke volume,THY1;Thy-1 membrane glycoprotein,4904,-0.0987040698329023,4.29060323626828e-12
Primary analysis,Left ventricle,LV stroke volume,PRSS8;Prostasin,4826,-0.0994447029649807,4.3986165479175e-12
Primary analysis,Right ventricle,RV stroke volume,FSTL3;Follistatin-related protein 3,4829,-0.0994122950367153,4.40220696207526e-12
Primary analysis,Left ventricle,LV end diastolic volume,EFNA4;Ephrin-A4,4821,-0.0994577252522691,4.48261170114576e-12
Primary analysis,Right atrium,RA stroke volume,IGFBP6;Insulin-like growth factor-binding protein 6,4764,-0.100046846363186,4.48578394180866e-12
Primary analysis,Left ventricle,LV myocardial mass,SCGB1A1;Uteroglobin,4847,-0.0991412661710717,4.5961319534456e-12
Primary analysis,Right ventricle,RV end systolic volume,FURIN;Furin,4871,-0.0782957620436057,4.46345829348768e-08
Primary analysis,Right ventricle,RV end diastolic volume,CRHBP;Corticotropin-releasing factor-binding protein,4836,-0.0991783495667135,4.76989183606354e-12
Primary analysis,Right atrium,RA maximum volume,BPIFB2;BPI fold-containing family B member 2,3386,-0.118400312542751,4.7984151691788e-12
Primary analysis,Right atrium,RA stroke volume,ADH4;All-trans-retinol dehydrogenase [NAD(+)] ADH4,4691,-0.100673598988077,4.81423448447015e-12
Primary analysis,Left ventricle,LV myocardial mass,TNFRSF4;Tumor necrosis factor receptor superfamily member 4,4896,-0.0985078274510402,4.92301074670309e-12
Primary analysis,Left ventricle,LV end systolic volume,SCARB2;Lysosome membrane protein 2,4713,-0.100383673839568,4.94684972262545e-12
Primary analysis,Right atrium,RA maximum volume,SLC39A5;Zinc transporter ZIP5,4769,-0.0996815430755371,5.23011047537252e-12
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 12,ADAMTSL2;ADAMTS-like protein 2,3451,0.117021764706624,5.36073365347586e-12
Primary analysis,Right atrium,RA maximum volume,NTRK3;NT-3 growth factor receptor,4820,0.0990469605596952,5.51591389235468e-12
Primary analysis,Right atrium,RA maximum volume,TNFRSF1B;Tumor necrosis factor receptor superfamily member 1B,4759,-0.0996571180918734,5.56949990071188e-12
Primary analysis,Right ventricle,RV end diastolic volume,EFCAB14;EF-hand calcium-binding domain-containing protein 14,3428,-0.117318869904638,5.57072569059288e-12
Primary analysis,Right ventricle,RV end diastolic volume,OCLN;Occludin,3444,-0.116935743663401,5.83667672753676e-12
Primary analysis,Right atrium,RA stroke volume,F7;Coagulation factor VII,4782,-0.0993122554425332,5.86597861007678e-12
Primary analysis,Left ventricle,LV end diastolic volume,CBLN4;Cerebellin-4,4888,-0.0981800440688611,6.02524194628391e-12
Primary analysis,Right ventricle,RV end diastolic volume,CDCP1;CUB domain-containing protein 1,4829,-0.0986089540183667,6.53809205940737e-12
Primary analysis,Left ventricle,LV stroke volume,CALB2;Calretinin,4751,-0.0993823201233606,6.63174529061474e-12
Primary analysis,Right atrium,RA maximum volume,PGF;Placenta growth factor,4821,-0.098640513521542,6.69977415903655e-12
Primary analysis,Right ventricle,RV end systolic volume,CPM;Carboxypeptidase M,4886,-0.0979359826336291,6.86374254728364e-12
Primary analysis,Left ventricle,LV end systolic volume,CBLN4;Cerebellin-4,4879,-0.0979764827413399,6.96391229873035e-12
Primary analysis,Left ventricle,LV stroke volume,AFM;Afamin,3444,-0.116501296493769,6.99144486708629e-12
Primary analysis,Right ventricle,RV end diastolic volume,ACY1;Aminoacylase-1,4867,-0.0980775547716663,7.02967315810415e-12
Primary analysis,Left ventricle,LV cardiac output,"KRT18;Keratin, type I cytoskeletal 18",4830,-0.0984315782706063,7.09639940980352e-12
Primary analysis,Left ventricle,LV end diastolic volume,OGN;Mimecan,4841,-0.0982981187305732,7.17351108105366e-12
Primary analysis,Right ventricle,RV end diastolic volume,COL18A1;Collagen alpha-1(XVIII) chain,4887,-0.0978062382737184,7.28079846540583e-12
Primary analysis,Right ventricle,RV end systolic volume,CALB2;Calretinin,4750,-0.0991388737189744,7.50196529168929e-12
Primary analysis,Left ventricle,LV stroke volume,"KRT18;Keratin, type I cytoskeletal 18",4832,-0.0982493905099319,7.68149705898722e-12
Primary analysis,Right atrium,RA maximum volume,CES1;Liver carboxylesterase 1,4798,-0.0985764544772537,7.75263784100724e-12
Primary analysis,Right atrium,RA stroke volume,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4791,-0.0984454153996677,8.55585958309791e-12
Primary analysis,Right ventricle,RV end diastolic volume,EPHB6;Ephrin type-B receptor 6,4825,-0.0980113195165404,8.93130700831383e-12
Primary analysis,Left ventricle,LV cardiac output,IGSF9;Protein turtle homolog A,3454,-0.115726148694283,8.99190651335609e-12
Primary analysis,Right ventricle,RV stroke volume,TNFRSF11A;Tumor necrosis factor receptor superfamily member 11A,4905,-0.0971378402798984,9.26319092700044e-12
Primary analysis,Right ventricle,RV end diastolic volume,CD99L2;CD99 antigen-like protein 2,4843,-0.0977512743922283,9.28002250207996e-12
Primary analysis,Left ventricle,LV end diastolic volume,CD4;T-cell surface glycoprotein CD4,4847,-0.0976926597680527,9.36388512615128e-12
Primary analysis,Left ventricle,LV cardiac output,CALB2;Calretinin,4749,-0.0986906329499456,9.36622148123072e-12
Primary analysis,Right ventricle,RV stroke volume,HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein,4825,-0.0979007236663218,9.42535938760942e-12
Primary analysis,Left ventricle,LV cardiac output,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4863,-0.0975138678566736,9.44950213685793e-12
Primary analysis,Right ventricle,RV end diastolic volume,BPIFB2;BPI fold-containing family B member 2,3449,-0.115671259555632,9.51978583882314e-12
Primary analysis,Right ventricle,RV stroke volume,CALB1;Calbindin,4832,-0.0977987118724606,9.57043956504143e-12
Primary analysis,Left ventricle,LV end systolic volume,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,4855,-0.0975380182567966,9.7103607571865e-12
Primary analysis,Right atrium,RA stroke volume,PON3;Serum paraoxonase/lactonase 3,4786,0.0982219099426361,9.77491135325919e-12
Primary analysis,Left ventricle,LV stroke volume,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4865,-0.0973585177836798,1.00951700629762e-11
Primary analysis,Right atrium,RA maximum volume,CDHR5;Cadherin-related family member 5,4786,-0.098118901985207,1.02746040439378e-11
Primary analysis,Left ventricle,LV end systolic volume,HGF;Hepatocyte growth factor,4894,-0.0970033882079959,1.04338576404456e-11
Primary analysis,Left ventricle,LV stroke volume,TREM2;Triggering receptor expressed on myeloid cells 2,4836,-0.097511037928654,1.07940819810227e-11
Primary analysis,Right atrium,RA minimum volume,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4773,-0.0981381246292882,1.08545911629352e-11
Primary analysis,Right ventricle,RV end diastolic volume,TFF3;Trefoil factor 3,4835,-0.0974692305129691,1.10692798155733e-11
Primary analysis,Left ventricle,LV end diastolic volume,KYNU;Kynureninase,4903,-0.0967931057098031,1.10731469384651e-11
Primary analysis,Right ventricle,RV end systolic volume,ROBO2;Roundabout homolog 2,4903,-0.0967825433246071,1.11304603640735e-11
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 12,REN;Renin,4864,-0.09473371618047,3.58835970216733e-11
Primary analysis,Right atrium,RA maximum volume,VWC2;Brorin,4735,-0.0984561910959416,1.12433660123454e-11
Primary analysis,Left ventricle,LV end diastolic volume,CFP;Properdin,3442,-0.11538249755518,1.12481705169117e-11
Primary analysis,Left atrium,LA stroke volume,AGRN;Agrin,4791,-0.0978766200936324,1.12703061089636e-11
Primary analysis,Right ventricle,RV stroke volume,FAS;Tumor necrosis factor receptor superfamily member 6,4904,-0.0966522276849365,1.18052378333763e-11
Primary analysis,Right atrium,RA stroke volume,LPL;Lipoprotein lipase,4795,0.0976606897347779,1.22656445912335e-11
Primary analysis,Right ventricle,RV stroke volume,IL18R1;Interleukin-18 receptor 1,4905,-0.0935959714811777,5.10605733175501e-11
Primary analysis,Right ventricle,RV stroke volume,STC1;Stanniocalcin-1,4904,-0.0965377852468972,1.24831661458095e-11
Primary analysis,Right ventricle,RV stroke volume,IGSF9;Protein turtle homolog A,3456,-0.114872310016215,1.26075229729324e-11
Primary analysis,Right atrium,RA minimum volume,PLAT;Tissue-type plasminogen activator,4810,-0.0974446985164491,1.26522207433337e-11
Primary analysis,Right ventricle,RV stroke volume,TGFBR2;TGF-beta receptor type-2,4872,-0.0967984742611237,1.28181947681547e-11
Primary analysis,Right ventricle,RV end diastolic volume,"CA5A;Carbonic anhydrase 5A, mitochondrial",4765,-0.0978249917226266,1.31277197510203e-11
Primary analysis,Left ventricle,LV mean myocardial wall thickness global,LEP;Leptin,4864,-0.0967908048145861,1.33702393573354e-11
Primary analysis,Right atrium,RA maximum volume,HAVCR2;Hepatitis A virus cellular receptor 2,4759,-0.0977897338035411,1.37506740503665e-11
Primary analysis,Right ventricle,RV end diastolic volume,ADIPOQ;Adiponectin,3444,0.114725855538626,1.45200960075865e-11
Primary analysis,Right atrium,RA stroke volume,TNFRSF1A;Tumor necrosis factor receptor superfamily member 1A,4768,-0.0975472991780474,1.47797931683597e-11
Primary analysis,Right ventricle,RV end diastolic volume,ELOA;Elongin-A,4832,-0.0968898318099181,1.4865828938496e-11
Primary analysis,Left ventricle,LV stroke volume,GPD1;Glycerol-3-phosphate dehydrogenase,3433,-0.114787847096366,1.52516876827484e-11
Primary analysis,Left ventricle,LV end diastolic volume,CXCL17;C-X-C motif chemokine 17,4903,-0.0961324376652623,1.52773860955151e-11
Primary analysis,Left ventricle,LV end diastolic volume,PLIN1;Perilipin-1,4749,-0.097657476066983,1.53849096778346e-11
Primary analysis,Right ventricle,RV stroke volume,OGN;Mimecan,4843,-0.0966168937451387,1.60844477580291e-11
Primary analysis,Right atrium,RA minimum volume,CRHBP;Corticotropin-releasing factor-binding protein,4745,-0.097548737811136,1.65245868728421e-11
Primary analysis,Right atrium,RA maximum volume,WFDC2;WAP four-disulfide core domain protein 2,4483,-0.100274947347172,1.70805894866776e-11
Primary analysis,Right ventricle,RV end diastolic volume,NRCAM;Neuronal cell adhesion molecule,4867,-0.0962081149861057,1.74709553371156e-11
Primary analysis,Left ventricle,LV end systolic volume,SEZ6L;Seizure 6-like protein,4861,-0.0962060723258344,1.79935561750174e-11
Primary analysis,Left ventricle,LV cardiac output,PRAP1;Proline-rich acidic protein 1,3449,-0.114098574433495,1.81313679783047e-11
Primary analysis,Right ventricle,RV end diastolic volume,F9;Coagulation factor IX,4864,-0.0960430518936075,1.9188216902595e-11
Primary analysis,Descending aorta,Descending aorta maximum area,GFRA1;GDNF family receptor alpha-1,4600,-0.0987363158120932,1.93021725928315e-11
Primary analysis,Left ventricle,LV end systolic volume,IGFBP6;Insulin-like growth factor-binding protein 6,4827,-0.0963827658859934,1.9430372223306e-11
Primary analysis,Right ventricle,RV end diastolic volume,SLC39A5;Zinc transporter ZIP5,4852,-0.0961252308267153,1.95233513664331e-11
Primary analysis,Left ventricle,LV myocardial mass,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4814,-0.0964995647187424,1.95489720493166e-11
Primary analysis,Left ventricle,LV myocardial mass,CFD;Complement factor D,3443,-0.113987410517117,1.97454882208281e-11
Primary analysis,Left ventricle,LV end systolic volume,SORCS2;VPS10 domain-containing receptor SorCS2,4746,-0.0971589741838493,1.9797259106917e-11
Primary analysis,Right atrium,RA maximum volume,HNMT;Histamine N-methyltransferase,4731,-0.097285064147937,2.00540177057002e-11
Primary analysis,Left ventricle,LV end systolic volume,PRAP1;Proline-rich acidic protein 1,3441,-0.113931048401872,2.04735986033182e-11
Primary analysis,Right ventricle,RV stroke volume,MOG;Myelin-oligodendrocyte glycoprotein,4890,-0.0955856629865236,2.11585515009295e-11
Primary analysis,Left ventricle,LV stroke volume,APCS;Serum amyloid P-component,3419,-0.11420183324083,2.12577747026034e-11
Primary analysis,Right ventricle,RV end systolic volume,CDHR2;Cadherin-related family member 2,4831,-0.0961513081753216,2.1299546797466e-11
Primary analysis,Right ventricle,RV end diastolic volume,CNTN3;Contactin-3,4843,-0.0960280181484663,2.13463913675382e-11
Primary analysis,Left atrium,LA stroke volume,NPPC;C-type natriuretic peptide,4783,-0.096503814321244,2.26241487457182e-11
Primary analysis,Descending aorta,Descending aorta maximum area,DKK4;Dickkopf-related protein 4,4540,-0.0989950121588292,2.3120065879785e-11
Primary analysis,Left ventricle,LV end systolic volume,COL6A3;Collagen alpha-3(VI) chain,4906,-0.0952230847727638,2.33801771616475e-11
Primary analysis,Right ventricle,RV stroke volume,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4865,-0.0955743761550955,2.39183323460703e-11
Primary analysis,Right ventricle,RV stroke volume,CDCP1;CUB domain-containing protein 1,4829,-0.0959023137786948,2.4219273661352e-11
Primary analysis,Left atrium,LA stroke volume,CST3;Cystatin-C,4790,-0.0962115379149325,2.51431656386656e-11
Primary analysis,Right atrium,RA stroke volume,TAFA5;Chemokine-like protein TAFA-5,4757,-0.096528691359112,2.53175745213458e-11
Primary analysis,Right ventricle,RV end diastolic volume,CTSD;Cathepsin D,4545,-0.0986966436416518,2.58873293625475e-11
Primary analysis,Right ventricle,RV stroke volume,CYTL1;Cytokine-like protein 1,3451,-0.113150019715687,2.62814067039334e-11
Primary analysis,Right atrium,RA stroke volume,NPC2;NPC intracellular cholesterol transporter 2,3333,-0.115102071769867,2.6510308306123e-11
Primary analysis,Right ventricle,RV stroke volume,NPY;Pro-neuropeptide Y,4890,-0.0951040247773185,2.66666817754014e-11
Primary analysis,Left ventricle,LV end diastolic volume,GPR37;Prosaposin receptor GPR37,4763,-0.0963487948292498,2.67884991970175e-11
Primary analysis,Left ventricle,LV end diastolic volume,CD302;CD302 antigen,4830,-0.0956593749125912,2.7065092099953e-11
Primary analysis,Left ventricle,LV cardiac output,PALM;Paralemmin-1,3395,-0.113990849667526,2.71714795121998e-11
Primary analysis,Right atrium,RA maximum volume,NPY;Pro-neuropeptide Y,4804,-0.095889616901093,2.74170641877739e-11
Primary analysis,Right atrium,RA stroke volume,ADIPOQ;Adiponectin,3387,0.114100788018266,2.74314906926186e-11
Primary analysis,Left ventricle,LV cardiac output,HSPB6;Heat shock protein beta-6,4888,-0.0950554214845015,2.75491739142782e-11
Primary analysis,Left ventricle,LV myocardial mass,TGFBR2;TGF-beta receptor type-2,4871,-0.0952188448342194,2.75707443143421e-11
Primary analysis,Left ventricle,LV end diastolic volume,UPB1;Beta-ureidopropionase,3454,-0.112973912462534,2.76667948395649e-11
Primary analysis,Descending aorta,Descending aorta minimum area,PTGDS;Prostaglandin-H2 D-isomerase,4545,-0.098528706083404,2.79764032753742e-11
Primary analysis,Left ventricle,LV end diastolic volume,ERBB2;Receptor tyrosine-protein kinase erbB-2,4870,-0.0951738687784214,2.83009135852951e-11
Primary analysis,Right ventricle,RV end systolic volume,CFB;Complement factor B,3390,-0.113957701877572,2.84691259562381e-11
Primary analysis,Right ventricle,RV end diastolic volume,CD74;HLA class II histocompatibility antigen gamma chain,4904,-0.0947986856110128,2.89317391434582e-11
Primary analysis,Right ventricle,RV end diastolic volume,PALM2;Paralemmin-2,3442,-0.113056562795849,2.89545014866536e-11
Primary analysis,Right atrium,RA minimum volume,PON3;Serum paraoxonase/lactonase 3,4768,0.0960772548057861,2.97413458927282e-11
Primary analysis,Descending aorta,Descending aorta maximum area,PTGDS;Prostaglandin-H2 D-isomerase,4544,-0.0984015214876558,2.98152752259898e-11
Primary analysis,Left ventricle,LV stroke volume,SCARB2;Lysosome membrane protein 2,4724,-0.0964727735553019,3.04345777857185e-11
Primary analysis,Left ventricle,LV end diastolic volume,CFB;Complement factor B,3389,-0.113776689727669,3.08072331238874e-11
Primary analysis,Right atrium,RA stroke volume,COLEC12;Collectin-12,4762,-0.0960425139027746,3.11042150317897e-11
Primary analysis,Left ventricle,LV cardiac output,DPT;Dermatopontin,4915,-0.0945235362827853,3.13784543459038e-11
Primary analysis,Right ventricle,RV end diastolic volume,LY6D;Lymphocyte antigen 6D,4821,-0.0954029536011,3.18875659435831e-11
Primary analysis,Left ventricle,LV end diastolic volume,GGH;Gamma-glutamyl hydrolase,4754,-0.0960542650842181,3.21266904675219e-11
Primary analysis,Right ventricle,RV end diastolic volume,RGMB;RGM domain family member B,4904,-0.0945729570148528,3.22315252472412e-11
Primary analysis,Left ventricle,LV stroke volume,HSPB6;Heat shock protein beta-6,4890,-0.094673444494898,3.27627144557145e-11
Primary analysis,Right ventricle,RV stroke volume,HNMT;Histamine N-methyltransferase,4815,-0.0954031596170855,3.27907434349526e-11
Primary analysis,Left ventricle,LV stroke volume,FSTL3;Follistatin-related protein 3,4829,-0.0952505063058031,3.30219068815855e-11
Primary analysis,Right atrium,RA minimum volume,NPPB;Natriuretic peptides B,4675,0.0967816695223403,3.33085008186737e-11
Primary analysis,Right ventricle,RV end diastolic volume,ROBO2;Roundabout homolog 2,4904,-0.0944839507865425,3.36315038129412e-11
Primary analysis,Right ventricle,RV end systolic volume,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4814,-0.0953307007413012,3.40933747613331e-11
Primary analysis,Left ventricle,LV end diastolic volume,NBL1;Neuroblastoma suppressor of tumorigenicity 1,4870,-0.0947647838064393,3.43935893206121e-11
Primary analysis,Left ventricle,LV stroke volume,IGFBP1;Insulin-like growth factor-binding protein 1,4911,0.0943676073847546,3.44320996916271e-11
Primary analysis,Left ventricle,LV end diastolic volume,XG;Glycoprotein Xg,4895,-0.0944504551072786,3.56111668635516e-11
Primary analysis,Left ventricle,LV end diastolic volume,NCAN;Neurocan core protein,4902,-0.0943788442642218,3.56862388928218e-11
Primary analysis,Left ventricle,LV end systolic volume,REN;Renin,4856,-0.0936802301555691,6.11847198674132e-11
Primary analysis,Right ventricle,RV end systolic volume,CFI;Complement factor I,3443,-0.112494888405806,3.60425868662396e-11
Primary analysis,Left ventricle,LV end diastolic volume,CDHR2;Cadherin-related family member 2,4830,-0.0950179857073399,3.66946898423929e-11
Primary analysis,Right atrium,RA minimum volume,TNFRSF1A;Tumor necrosis factor receptor superfamily member 1A,4750,-0.095809426375558,3.67314154924767e-11
Primary analysis,Right atrium,RA maximum volume,EPHA1;Ephrin type-A receptor 1,4768,-0.0955891104629395,3.74289338316135e-11
Primary analysis,Left atrium,LA stroke volume,LEP;Leptin,4800,-0.0952601077118095,3.76257831893219e-11
Primary analysis,Left ventricle,LV stroke volume,CXCL17;C-X-C motif chemokine 17,4905,-0.09422148164812,3.79420677222453e-11
Primary analysis,Right atrium,RA maximum volume,CKB;Creatine kinase B-type,3387,0.113230118258668,3.87998786160443e-11
Primary analysis,Right atrium,RA maximum volume,NPPC;C-type natriuretic peptide,4769,-0.0954944104503245,3.89481840996025e-11
Primary analysis,Right ventricle,RV end diastolic volume,SCLY;Selenocysteine lyase,4884,-0.0943413590482507,3.9443100872115e-11
Primary analysis,Right atrium,RA maximum volume,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,4748,-0.0956389596585094,4.01620942825862e-11
Primary analysis,Left ventricle,LV end diastolic volume,SCLY;Selenocysteine lyase,4882,-0.0943187706622697,4.02341733111361e-11
Primary analysis,Right ventricle,RV end diastolic volume,"DDAH1;N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",4832,-0.0947996365201422,4.03089077250404e-11
Primary analysis,Right atrium,RA stroke volume,RARRES2;Retinoic acid receptor responder protein 2,4795,-0.0951511132307511,4.05391372266338e-11
Primary analysis,Right ventricle,RV stroke volume,CDHR5;Cadherin-related family member 5,4867,-0.094425172312414,4.09700179961665e-11
Primary analysis,Right ventricle,RV end diastolic volume,ITGA5;Integrin alpha-5,4843,-0.0946216482461236,4.16781344982445e-11
Primary analysis,Right atrium,RA maximum volume,FCAMR;High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,3393,-0.112948811391631,4.17005828989453e-11
Primary analysis,Right atrium,RA maximum volume,NPPB;Natriuretic peptides B,4682,0.0961223332997718,4.37777535287067e-11
Primary analysis,Right ventricle,RV stroke volume,CES1;Liver carboxylesterase 1,4880,-0.0941045779099027,4.49407452761698e-11
Primary analysis,Right atrium,RA maximum volume,F9;Coagulation factor IX,4781,-0.0950411109621583,4.55536907807268e-11
